station_id,in 0:00 ~ 1:00,in 1:00 ~ 2:00,in 2:00 ~ 3:00,in 3:00 ~ 4:00,in 4:00 ~ 5:00,in 5:00 ~ 6:00,in 6:00 ~ 7:00,in 7:00 ~ 8:00,in 8:00 ~ 9:00,in 9:00 ~ 10:00,in 10:00 ~ 11:00,in 11:00 ~ 12:00,in 12:00 ~ 13:00,in 13:00 ~ 14:00,in 14:00 ~ 15:00,in 15:00 ~ 16:00,in 16:00 ~ 17:00,in 17:00 ~ 18:00,in 18:00 ~ 19:00,in 19:00 ~ 20:00,in 20:00 ~ 21:00,in 21:00 ~ 22:00,in 22:00 ~ 23:00,in 23:00 ~ 24:00
101,0.283640553,0.148156682,0.139631336,0.153917051,0.123963134,0.113824885,0.243548387,0.470737327,0.398156682,0.628110599,0.434101382,0.471198157,0.367281106,0.469124424,0.422580645,0.462442396,0.403917051,0.46843318,0.584331797,0.370967742,0.26843318,0.257834101,0.158986175,0.176958525
102,1.217741935,0.902995392,0.80483871,0.553456221,0.686866359,0.54562212,0.676036866,0.430414747,2.103686636,1.511059908,1.34124424,0.767741935,0.990552995,1.597695853,1.316359447,1.351612903,1.359907834,1.653456221,1.758064516,1.638940092,1.4,1.601612903,1.691935484,1.407834101
103,0.879262673,1.000230415,0.913824885,0.716820276,0.542165899,0.544930876,0.447004608,0.576497696,0.588709677,0.750691244,0.989631336,1.319815668,0.960599078,1.011290323,1.350921659,1.039170507,1.307142857,1.397465438,1.588018433,1.207603687,1.19078341,1.05921659,0.961059908,0.860368664
104,0.991705069,0.921658986,0.652304147,0.555990783,0.628801843,0.522580645,0.316589862,0.360138249,0.467741935,0.706912442,0.919585253,0.696774194,0.936635945,0.966820276,1.12235023,1.182488479,1.433179724,1.584101382,1.785023041,2.051382488,1.241705069,1.378341014,1.225806452,1.03156682
105,0.773963134,0.917050691,0.684331797,0.547926267,0.279953917,0.216129032,0.203225806,0.180414747,0.874193548,0.433179724,0.525576037,0.419585253,0.318663594,0.541935484,0.552764977,0.601612903,0.694700461,0.74124424,0.925115207,0.931336406,0.681797235,0.804147465,0.803456221,0.757373272
106,1.375115207,1.617050691,1.519124424,1.156682028,0.90437788,0.584331797,0.544930876,0.699769585,0.9640553,1.032718894,1.102764977,0.751152074,1.070737327,1.025576037,1.293548387,1.429953917,1.755299539,2.046543779,2.71843318,2.09562212,1.785253456,1.646082949,1.792165899,1.867741935
107,0.969585253,0.905069124,0.649769585,0.596543779,0.528341014,0.416129032,0.86797235,0.711981567,0.695391705,0.718894009,0.961520737,0.788709677,1.427880184,1.151612903,1.297004608,1.296313364,1.414285714,1.455529954,2.047004608,1.965668203,1.537096774,1.588018433,1.319124424,1.365668203
108,0.792626728,1.028341014,1.061059908,0.7140553,0.521889401,0.552073733,0.428110599,0.270046083,0.351612903,0.598847926,0.509677419,0.598156682,0.961059908,0.771889401,1.231105991,1.187327189,1.102995392,1.084562212,1.35483871,1.392857143,1.023502304,1.171658986,1.046313364,1.144470046
109,0.960829493,1.126497696,1.032718894,0.638709677,0.566589862,0.556451613,0.383179724,0.436635945,0.661751152,0.370276498,0.520046083,0.575806452,0.522119816,0.608064516,0.792857143,0.794700461,0.875115207,0.842857143,0.798387097,0.771889401,1.099078341,0.772119816,1.033410138,0.764746544
110,0.6359447,0.670276498,0.26843318,0.255529954,0.141013825,0.184101382,0.271428571,0.478341014,0.717511521,0.487788018,0.39516129,0.381797235,0.532258065,0.472580645,0.441705069,0.378110599,0.626728111,0.654608295,1.032488479,0.661520737,0.4640553,0.461751152,0.49562212,0.53640553
111,0.880875576,0.78640553,0.917050691,0.744009217,0.488479263,0.406912442,0.333870968,0.257834101,0.310138249,0.499078341,0.685483871,0.499078341,0.601612903,0.565898618,0.765668203,0.860138249,0.734331797,1.300230415,1.120046083,1.051843318,0.924423963,1.047235023,1.061520737,0.903225806
112,0.676036866,0.738479263,0.567281106,0.459677419,0.360368664,0.363133641,0.222119816,0.272119816,0.312903226,0.605069124,0.436175115,0.532949309,0.650230415,0.894700461,0.78202765,0.880414747,0.829493088,0.975806452,0.974654378,0.97764977,0.792396313,0.824884793,1.109907834,0.956451613
113,3.208525346,3.208525346,3.263133641,2.214746544,1.789631336,1.41359447,1.371428571,1.267741935,2.818894009,2.391474654,2.483640553,2.163364055,2.446543779,2.87764977,2.968894009,3.558294931,4.214285714,4.998156682,6.528110599,7.154608295,5.617741935,4.972119816,5.277880184,4.447695853
114,1.870737327,1.72281106,1.55921659,0.938940092,0.708525346,0.585714286,0.474654378,0.493317972,0.596082949,0.614516129,0.82718894,1.008525346,1.048387097,1.261290323,1.334331797,1.48640553,1.83640553,2.00875576,2.312672811,2.015207373,1.688018433,1.75483871,2.523963134,2.155529954
115,0.960138249,1.147235023,0.779032258,0.702534562,0.564746544,0.418202765,0.265668203,0.388940092,0.839861751,0.787096774,0.582258065,0.698847926,0.749078341,0.7140553,1.308986175,0.835714286,1.088248848,1.030414747,1.045852535,1.296313364,0.81797235,0.743317972,1.029723502,1.157834101
116,0.715668203,0.731336406,0.515668203,0.380875576,0.494930876,0.378801843,0.336635945,1.323732719,1.554147465,1.370737327,1.139400922,0.670276498,0.989861751,0.959677419,0.920737327,0.990552995,1.065668203,1.187096774,1.156682028,1.205760369,1.226728111,1.228341014,1.088479263,0.876497696
118,0.542165899,0.481336406,0.524884793,0.400230415,0.267741935,0.391705069,0.330184332,0.406221198,1.083179724,0.919124424,0.647465438,0.696313364,0.852764977,0.723271889,0.721889401,0.776267281,0.89078341,0.906682028,1.112903226,1.23202765,0.84078341,0.78156682,0.818663594,0.660138249
119,0.320967742,0.318663594,0.276497696,0.219124424,0.17764977,0.172580645,0.153917051,0.306682028,1.002764977,0.703456221,0.373732719,0.363824885,0.604608295,0.605299539,0.605069124,0.788479263,0.989861751,0.838479263,0.858294931,0.649769585,0.373963134,0.483870968,0.600921659,0.48202765
120,0.186175115,0.190552995,0.27718894,0.118894009,0.07235023,0.079493088,0.145391705,0.412672811,0.301612903,0.613133641,0.346082949,0.294930876,0.352995392,0.225576037,0.309447005,0.353917051,0.429032258,0.483410138,0.439631336,0.362442396,0.410368664,0.330875576,0.396774194,0.264976959
121,0.258525346,0.219815668,0.120967742,0.142626728,0.133179724,0.126036866,0.386175115,0.670506912,0.88156682,0.793317972,0.388248848,0.398156682,0.425345622,0.423041475,0.492626728,0.341474654,0.461059908,0.8,0.808986175,0.297235023,0.497004608,0.424654378,0.58202765,0.350921659
