station_id,out 0:00 ~ 1:00,out 1:00 ~ 2:00,out 2:00 ~ 3:00,out 3:00 ~ 4:00,out 4:00 ~ 5:00,out 5:00 ~ 6:00,out 6:00 ~ 7:00,out 7:00 ~ 8:00,out 8:00 ~ 9:00,out 9:00 ~ 10:00,out 10:00 ~ 11:00,out 11:00 ~ 12:00,out 12:00 ~ 13:00,out 13:00 ~ 14:00,out 14:00 ~ 15:00,out 15:00 ~ 16:00,out 16:00 ~ 17:00,out 17:00 ~ 18:00,out 18:00 ~ 19:00,out 19:00 ~ 20:00,out 20:00 ~ 21:00,out 21:00 ~ 22:00,out 22:00 ~ 23:00,out 23:00 ~ 24:00
1998,0.148156682,0.126728111,0.073041475,0.073041475,0.053686636,0.088709677,0.065207373,0.164746544,0.19124424,0.09516129,0.191935484,0.297235023,0.227880184,0.351612903,0.230645161,0.363824885,0.430414747,0.559907834,0.621428571,0.336635945,0.248387097,0.248387097,0.328571429,0.113133641
2002,0.567281106,0.51359447,0.44124424,0.424654378,0.409677419,0.484792627,0.583870968,1.094470046,1.328110599,0.877880184,0.670967742,0.791474654,0.916589862,1.072119816,1.513824885,1.230414747,1.306221198,1.562672811,1.548387097,1.54562212,1.228571429,1.071198157,0.956221198,0.726267281
2003,0.28202765,0.29124424,0.176036866,0.208294931,0.113133641,0.186866359,0.176036866,0.20483871,0.24562212,0.246313364,0.404608295,0.3359447,0.588018433,0.755299539,0.746082949,0.694009217,0.76359447,0.688018433,0.864285714,0.700921659,0.597926267,0.903456221,0.938248848,0.824193548
2007,0.292165899,0.421198157,0.215437788,0.187557604,0.279953917,0.237788018,0.486175115,0.55,0.630414747,0.469124424,0.325115207,0.356682028,0.34516129,0.828571429,0.505529954,0.645852535,0.630875576,0.900230415,1.496543779,0.519124424,0.600921659,0.438248848,0.38156682,0.382258065
2008,0.131797235,0.123963134,0.052995392,0.07235023,0.047926267,0.098156682,0.078801843,0.091013825,0.265668203,0.23202765,0.128110599,0.113133641,0.249078341,0.198387097,0.182488479,0.217050691,0.20483871,0.207603687,0.235714286,0.139631336,0.179032258,0.138940092,0.112442396,0.123963134
2009,0.373963134,0.343778802,0.239170507,0.190552995,0.206912442,0.170506912,0.199078341,0.29078341,0.658986175,0.111751152,0.250691244,0.311520737,0.264976959,0.343778802,0.432488479,0.411751152,0.400230415,0.378110599,0.348847926,0.460368664,0.499769585,0.323732719,0.524193548,0.27281106
2012,0.126036866,0.185483871,0.155990783,0.191935484,0.118894009,0.201152074,0.052995392,0.127419355,0.116129032,0.179032258,0.125345622,0.133179724,0.183870968,0.127419355,0.132488479,0.115898618,0.171198157,0.340092166,0.193317972,0.175345622,0.175345622,0.153225806,0.194009217,0.107373272
2013,0.787788018,0.789170507,0.638018433,0.48202765,0.339400922,0.312903226,0.82718894,1.547465438,2.082718894,1.14516129,1.178341014,0.981336406,1.063364055,1.297004608,1.13640553,1.08202765,1.12764977,1.104147465,1.468894009,1.299078341,0.925345622,1.318663594,1.170046083,0.824654378
2015,0.625806452,0.757142857,0.90437788,0.78202765,0.527880184,0.552073733,0.596543779,1.343548387,1.636635945,0.652304147,0.519815668,0.911059908,0.974423963,0.780645161,0.782718894,0.823041475,0.881797235,0.811290323,0.992626728,0.673271889,1.071198157,0.946543779,0.865898618,0.696082949
2016,0.669354839,0.598617512,0.541935484,0.420276498,0.419585253,0.305069124,0.359447005,0.642396313,1.461520737,0.746774194,0.318663594,0.52718894,0.485483871,0.482718894,0.605069124,0.503225806,0.587327189,0.442396313,0.758064516,1.037557604,0.511981567,0.650230415,0.55,0.590092166
2020,0.252764977,0.292857143,0.271428571,0.163364055,0.133179724,0.169124424,0.259907834,0.368894009,0.368202765,0.272119816,0.238479263,0.251382488,0.432488479,0.384562212,0.390322581,0.306451613,0.266359447,0.352995392,0.446774194,0.239861751,0.212672811,0.234331797,0.24562212,0.184792627
2024,0.512903226,0.717281106,0.717741935,0.445391705,0.397465438,0.289400922,0.164746544,0.333870968,0.449078341,0.452534562,0.395391705,0.403917051,0.597465438,0.478341014,0.443317972,0.625345622,0.562903226,0.701843318,0.620046083,0.502764977,0.66843318,0.660599078,0.599539171,0.382949309
2025,0.523732719,0.474884793,0.376036866,0.285023041,0.252764977,0.224884793,0.313133641,0.807834101,0.830875576,0.419585253,0.530645161,0.784101382,1.1359447,0.959677419,1.178110599,1.538940092,1.607373272,1.778110599,1.640322581,1.141705069,1.159447005,1.065898618,0.906682028,0.630184332
2026,0.198387097,0.266359447,0.125345622,0.142396313,0.073732719,0.046543779,0.086635945,0.112442396,0.137557604,0.149769585,0.119585253,0.171198157,0.186866359,0.165437788,0.302764977,0.317281106,0.280645161,0.283640553,0.225576037,0.193317972,0.220506912,0.24124424,0.190552995,0.093087558
2027,0.224884793,0.127419355,0.214746544,0.262672811,0.194700461,0.134562212,0.24124424,0.381105991,0.299308756,0.139631336,0.27281106,0.23640553,0.300921659,0.289400922,0.27718894,0.393317972,0.516359447,0.505069124,0.566589862,0.558064516,0.285714286,0.252764977,0.24562212,0.256221198
2032,1.257373272,0.849308756,0.741705069,0.670737327,0.401612903,0.360138249,0.239170507,0.577880184,0.437557604,0.641705069,0.454147465,0.45483871,0.620737327,1.246774194,0.903686636,0.897235023,0.805069124,0.808525346,1.137788018,1.262903226,0.811981567,1.078571429,1.096543779,0.799308756
2033,0.320046083,0.297235023,0.239861751,0.189861751,0.166129032,0.093087558,0.178341014,0.268663594,0.184101382,0.368202765,0.29516129,0.282258065,0.289400922,0.385714286,0.419585253,0.500691244,0.549308756,0.37764977,0.422580645,0.426267281,0.402534562,0.345852535,0.276497696,0.271428571
2034,0.376036866,0.31797235,0.290092166,0.330184332,0.208986175,0.105990783,0.105299539,0.252764977,0.502764977,0.433870968,0.283640553,0.297926267,0.340092166,0.396774194,0.340322581,0.416129032,0.469585253,0.444009217,0.51843318,0.400460829,0.428110599,0.386635945,0.280645161,0.411059908
2036,0.105299539,0.113133641,0.080875576,0.071658986,0.019354839,0.047926267,0.052995392,0.07235023,0.132488479,0.138248848,0.105299539,0.099539171,0.134562212,0.140322581,0.141705069,0.234792627,0.186866359,0.173963134,0.282949309,0.160368664,0.151152074,0.104608295,0.093778802,0.130414747
2037,0.140322581,0.120967742,0.032949309,0.032949309,0.012903226,0.0859447,0.0859447,0.136175115,0.126036866,0.130414747,0.091705069,0.155529954,0.388940092,0.267741935,0.312211982,0.493317972,0.443317972,0.334562212,0.210599078,0.247004608,0.237096774,0.184792627,0.161981567,0.092396313
2038,0.073732719,0.132488479,0.020046083,0.020046083,0.04516129,0.025806452,0.014285714,0.045852535,0.053686636,0.105299539,0.032949309,0.032258065,0.060138249,0.085253456,0.139631336,0.190552995,0.052304147,0.160368664,0.105990783,0.07235023,0.070967742,0.092396313,0.053686636,0.064516129
